product_id,product_name,description,image_url,collection_id,collection_name,is_veg,rating,price,ingredients,ingredients_text,is_diabetes,is_cholestrol,is_kid,is_senior
108,White Sauce Pasta,name,https://www.tarladalal.com/members/9306/big/big_pasta_in_white_sauce-10614.jpg?size=696X905,9,Pizza/ Pasta,1,4,175,{256},pasta,1,0,0,0
109,Italian Pasta,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSu2-N_YNr03W-gfGsRTEygzmKpFcPzrxZgjjKhzrMe7y4Qu3jjDA,9,Pizza/ Pasta,1,3.5,180,{256},pasta,1,0,0,0
110,Spaghetti Pasta,name,https://i0.wp.com/media.hungryforever.com/wp-content/uploads/2015/12/09123602/ConPomodoroEBasilico151-e1449644777265.jpg?zoom=2&resize=739%2C477&ssl=1,9,Pizza/ Pasta,1,4,110,{256},Pasta,1,0,0,0
111,Coffee(without sugar),name,http://www.lilvienna.com/wp-content/uploads/Masala-Chai-Indian-Tea.jpg,4,Beverages,1,3.5,120,{74},"Coffee powder,milk,sugar",1,0,0,0
112,Tea(without sugar),name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfKC7sXJ0bU_YvoaO-1p4oChzHsX1sJSgfVo8MIZaGo0Uk2n_h,4,Beverages,1,4.5,105,{74},"Tea leaves,milk,sugar",1,0,0,0
113,Dabeli,name,https://i0.wp.com/www.cookingfromheart.com/wp-content/uploads/2017/06/Kutchi-Dabeli-8.jpg?resize=1024%2C680,1,Snacks,1,4,150,"{ 180,123,268}","Red chilli,coriander powder,cumin seeds,lemon juice,garlic,potato,onion,coconut grated,pomegranate seeds,tamarind dates chutney,coriander leaves,pav,sev",1,0,0,0
114,Paneer steam Momos,name,"https://res.cloudinary.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_366,h_240,c_fill/t5uk5brqxemlvpd12woa",12,Starters,1,4.5,170,"{240,53,309}","Paneer,,onion,garlic, maida,coriander leaves,soya sauce,cabbage,tomato",1,0,0,0
115,Paneer Fried Momos,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbvMQOFtGVxCbh_SxvTybS44IGZcWwYbe6PugCSybYFfqTtFSXZQ,12,Starters,1,3.5,125,"{240,345,309}","Refined flour,baking powder,paneer,onion,garlic,soya sauce,vinegar",1,0,0,0
116,Mushroom Momos,name,https://i.ytimg.com/vi/Khqwd7oxgak/maxresdefault.jpg,12,Starters,1,4,80,"{217,311,309}","Maida,mushroom,garlic,spring onion,soya sauce,pepper",1,0,0,0
117,Paneer Pakora,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/paneer-pakora-recipe-paneer-pakoda-how-to-make-crispy-paneer-pakora-1-1068x1423.jpeg,12,Starters,1,3.5,120,{240},"Paneer,gram flour,garlic, red chilli powder,green chilli",1,0,0,0
118,Chilli Garlic Naan,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA1VOAaQKflqHfoPcDFQ2cL2OW1sI15phj77bY8ReiBtzBiN5M,3,Roti/ Rice,2,4.5,140,"{133, 366,7,61,86,148}","Flour,chickpea flour,ghee,sugar,almond,egg yolk,baking soda,cardamom,nutmeg",1,0,0,0
119,Matar Paneer,name,https://hebbarskitchen.com/wp-content/uploads/2016/10/matar-paneer-recipe-restaurant-style-matar-paneer-recipe-21-769x1024.jpeg,2,Main Course,1,4,185,{240},"Paneer,green peas,onion, garlic,tomato,red pepepr,green chilli",1,0,0,0
120,Chilli Paneer,name,http://maunikagowardhan.co.uk/wp-content/uploads/2011/11/Chilli-Paneer.jpg,12,Starters,1,3.5,165,"{240,345,311,309,59,86}","Corn flour,maida, garlic,pepper,paneer,red chilli powder,green chilli,spring onion,capsicum,soya sauce,sauce,vinegar",1,0,0,0
121,Mini eclair bites,name,https://irepo.primecp.com/2016/09/298358/EDR-Mini-Eclair-Bites_ArticleImage-CategoryPage_ID-1856969.jpg?v=1856969,7,Desserts,2,4.5,110,{337},"Graham cracker crumbs, vanilla pudding mix,milk,confectioner's sugar",1,0,0,0
122,Golden apple treat,name,https://i.pinimg.com/originals/fe/46/f6/fe46f69283f2bdcfc7a6ad353ba4453e.jpg,7,Desserts,2,4,175,"{ 11,336,49,93}","Apple,brown sugar,cinnamon,vanilla ice cream,brown sugar",1,0,0,0
123,Summer's Best Peach Crumble,name,http://irepo.primecp.com/2016/01/250922/EDR-Summers-Best-Peach-Crumble-OR_Large400_ID-1361273.jpg?v=1361273,7,Desserts,2,4.5,180,"{49,93,249}","Peach,brown sugar,cinnamon graham crackers",1,0,0,0
124,Creamy Dreamy Banana Pie,name,https://irepo.primecp.com/2015/11/245377/EDR-Creamy-Dreamy-Banana-Pie_ArticleImage-CategoryPage_ID-1295256.jpg?v=1295256,7,Desserts,2,4,110,"{ 24,337}","Banana,milk,vanilla pudding mix,graham cracker pie crust",1,0,0,0
125,Turmeric ginger orange smoothie,name,https://www.theendlessmeal.com/wp-content/uploads/2017/01/Winter-Detox-Orange-Ginger-Turmeric-Smoothie-680.jpg,4,Beverages,2,3,120,{235},"orange, turmeric",1,0,0,0
126,Blackberry peach salad,name,https://www.onceuponachef.com/images/2010/06/Peaches-and-Berries-with-Lemon-Mint-Syrup-575x421.jpg,5,Salad/ Raita,1,4.5,105,"{235,249}","blackberry,peach,orange",1,0,0,0
127,Vegetable Kothu Chapathi,name,https://farm9.staticflickr.com/8790/17403891078_afaaa20b79_o.jpg,3,Roti/ Rice,1,3.5,150,{ 63},"carrot,beans,coconut,tomatoes",1,0,0,0
128,Spiced carrot & lentil soup,name,https://www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1074500_11.jpg?itok=IwEifJO_,11,Soups,1,4.5,170,"{ 63,86}","carrots,paprika,masoor dal",1,0,0,0
129,Masala missi roti,name,http://cdn3.foodviva.com/static-content/food-images/north-indian-recipes/missi-roti/missi-roti.jpg,3,Roti/ Rice,1,4,125,{354},"besan,wheat flour",1,0,0,0
130,Chinese stir fried peas and greens,name,"https://img.sndimg.com/food/image/upload/fl_progressive,c_fill,q_80,w_412,h_232/v1/img/recipes/49/87/27/8ksK93vaQ7yvvU3MrdOa-IMG_0783.JPG",6,Chinese,1,4.5,80,"{354, 244}","parmesan,paprika,margarine,wheat bread,italian seasoning",1,0,0,0
131,Italian pita crisps,name,"https://img.sndimg.com/food/image/upload/fl_progressive,c_fill,q_80,w_412,h_232/v1/img/recipes/49/87/27/8ksK93vaQ7yvvU3MrdOa-IMG_0783.JPG",9,Pizza/ Pasta,1,4,120,"{354, 244,84}","parmesan,paprika,margarine,wheat bread,italian seasoning",1,0,0,0
132,3-ingredient peanut butter cookie,name,https://www.jocooks.com/wp-content/uploads/2018/06/3-ingredient-peanut-butter-cookies-1.jpg,7,Desserts,2,3,140,{133},"Splenda,peanut butter,egg",1,0,0,0
133,English muffin cheese pizza,name,https://www.tasteofhome.com/wp-content/uploads/2017/10/English-Muffin-Pizza-Joes_exps3923_KAC2379526C05_16_4b.jpg,9,Pizza/ Pasta,1,3.5,185,{212},"mozarella cheese,pepperini sausage,pizza sauce",1,0,0,0
134,Malai Korma,name,https://i.ytimg.com/vi/GTO5YSYhYoE/hqdefault.jpg,2,Main Course,1,4.5,165,"{366,64}","Cream,onion,tomato,garlic, cashew,ghee",1,0,0,0
135,Sugar free Sheer Khurma,name,https://vaya.in/recipes/wp-content/uploads/2018/03/Sheer-Khurma.jpg,7,Desserts,1,4,110,"{366,280,7,123,74}","Milk,sugar,vermicilli,dates,raisins,almonds,pistas,ghee",1,0,0,0
136,Puri Bhaji,name,https://media-cdn.tripadvisor.com/media/photo-s/0f/86/a8/e0/puri-bhaji.jpg,1,Snacks,1,4.5,175,"{3, 354}","Potato,onion,urad dal,ginger",1,0,0,0
137,Chole Bhature,name,https://s3.scoopwhoop.com/anj/image/f39c4ea6-add8-454b-8007-5b5e95f2fed3.jpg,1,Snacks,1,4,180,"{354, 180, 383}","Chickpeas,onion,tomato, garlic,lemon juice,butter,maida,yeast,wheat flour",1,0,0,0
138,Sweet Corn Upama,name,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Roop/Traditional_Rava_Upma.jpg,1,Snacks,1,3,110,{321},"Sweet corn,Rava",0,1,0,0
139,Avial,name,https://i.ndtvimg.com/i/2018-02/aviyal_620x350_81517900508.jpg?downsize=650:400&output-quality=70&output-format=webp,2,Main Course,1,3.5,120,"{366,274}","Drumsticks,ash gourd,pumpkin,yogurt,coconut",0,1,0,0
140,Curd Rice,name,https://www.indianhealthyrecipes.com/wp-content/uploads/2015/03/curd-rice.jpg,3,Roti/ Rice,1,4.5,110,"{358, 396, 63}","Rice,curd,urad dal,chana dal, milk,carrot,red chili",0,1,0,0
141,Tomato Rice,name,https://recipes.timesofindia.com/photo/54673775.cms?imgsize=320474,3,Roti/ Rice,1,4,120,"{358, 287}","Rice,onion,tomato, garlic",0,1,0,0
142,Coconut Rice,name,https://www.indianhealthyrecipes.com/wp-content/uploads/2015/03/coconut-rice-1-500x447.jpg,3,Roti/ Rice,1,4.5,160,{358},"Rice,Coconut milk",0,1,0,0
143,Tamarind Rice,name,https://www.vegrecipesofindia.com/wp-content/uploads/2016/10/tamarind-rice-recipe-1.jpg,3,Roti/ Rice,1,4,170,"{358, 326}","Rice,tamarind,urad dal,chana dal,red chilli",0,1,0,0
144,Sesame Rice,name,https://s3.amazonaws.com/finecooking.s3.tauntonclud.com/app/uploads/2017/04/18185446/051115012-01-sesame-rice-recipe-main.jpg,3,Roti/ Rice,1,3,200,"{358, 311}","Rice,spring onion,sesame seeds",0,1,0,0
145,Hyderabadi Veg Biryani,name,https://www.indianhealthyrecipes.com/wp-content/uploads/2013/03/hyderabadi-vegetable-dum-biryani-recipe.jpg,3,Roti/ Rice,1,3.5,200,"{358, 366, 210}","Rice,masoor dal,onion, garlic,mint leaves,ghee",0,1,0,0
146,Carrot Halwa,name,https://www.vegrecipesofindia.com/wp-content/uploads/2017/11/gajar-ka-halwa-recipe-04.jpg,7,Desserts,2,4.5,125,"{366, 63,280}","Carrot,ghee,milk,sugar,raisins",0,1,0,0
147,Badam Halwa,name,https://www.boldsky.com/img/2017/10/600x450-17-1508236469.jpg,7,Desserts,2,4,105,"{366,7,292}","Almond,saffron,ghee,sugar",0,1,0,0
148,Cham cham,name,https://3.bp.blogspot.com/-CvBqMiFHg2k/WBKjs9jGvwI/AAAAAAAAj5k/qDidtHBh708HF7Dxt4daZPdBEFg49EY3wCLcB/s640/IMG_4113.JPG,7,Desserts,2,4.5,150,{ 180},"Milk,lemon juice,sugar,corn flour,khoa,coconut shredded,elaichi,figs",0,1,0,0
149,Gulab Jamun,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSAcWOMUl-bzWfANi2AkTWS6-jNKOglL2N21tmZD6UpXASdFOQ,7,Desserts,2,4,170,"{366,280,7,61}","Milk powder,maida,ghee,baking powder,almonds,pista,raisins,sugar,ground cardamom",0,1,0,0
150,Schezwan Rice,name,https://i2.wp.com/vegecravings.com/wp-content/uploads/2018/03/Veg-Schezwan-Fried-Rice-Recipe-Step-By-Step-Instructions.jpg?w=1500,6,Chinese,1,3,125,"{358, 68, 63,311,53}","Rice,french beans, carrot, capsicum, cabbage, celery,Spring Onion,garlic,sauce",0,1,0,0
151,HongKong Rice,name,http://2.bp.blogspot.com/_jc2ZAw5kem4/TN6M3t7DVTI/AAAAAAAAFH8/OatzvaECnsQ/s1600/Olive+Fried+Rice.jpg,6,Chinese,1,3.5,80,"{133, 358, 311}","rice,spring onion,alfalfa sprouts,eggs,pepper",0,1,0,0
152,Lemonade,name,https://assets.epicurious.com/photos/57ced55ee6411cab70f0d948/6:4/w_620%2Ch_413/fresh-mint-and-ginger-lemonade.jpg,4,Beverages,2,4.5,120,{ 180},"Lemon juice,sugar",0,1,0,0
153,Sugarcane juice,name,"https://timesofindia.indiatimes.com/thumb/msid-64159980,imgsize-33087,width-800,height-600,resizemode-4/64159980.jpg",4,Beverages,2,4,140,"{180}","Sugarcane juice,lemon juice,ginger",0,1,0,0
154,Rasgulla,name,https://i.ytimg.com/vi/0wLGXbTmOKQ/maxresdefault.jpg,4,Beverages,2,4.5,185,{ 180},"Milk,lemon juice,refined flour,sugar syrup",0,1,0,0
155,Coffee,name,http://www.lilvienna.com/wp-content/uploads/Masala-Chai-Indian-Tea.jpg,4,Beverages,2,4,165,"{203,313,401}","Coffee powder,milk,sugar",0,1,0,0
156,Tea,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfKC7sXJ0bU_YvoaO-1p4oChzHsX1sJSgfVo8MIZaGo0Uk2n_h,4,Beverages,2,3,105,"{203,313,402}","Tea leaves,milk,sugar",0,1,0,0
157,Veg Pulao,name,http://www.cooktube.in/wp-content/uploads/2016/10/vegetable-biryani-1.jpg,3,Roti/ Rice,1,4.5,150,"{358, 63}","Rice,peas, carrot, green beans, cauliflower,vegetable broth,garlic,onion,",0,1,0,0
158,Mango Lassi,name,"https://assets.bonappetit.com/photos/58c94cc584ebdb0ec55e3656/16:9/w_1200,c_limit/frozen-rum-mango-lassi.jpg",4,Beverages,2,4,170,"{366, 195}","Mango pulp,yogurt,milk,sugar,pista,elaichi",0,1,0,0
159,Rice,name,https://static01.nyt.com/images/2018/02/21/dining/00RICEGUIDE8/00RICEGUIDE8-threeByTwoMediumAt2X.jpg,3,Roti/ Rice,2,4.5,125,{358},Rice,0,1,0,0
160,Jeera Rice,name,https://myfoodstory.com/wp-content/uploads/2018/07/Perfect-Jeera-Rice-Indian-Cumin-Rice-4.jpg,3,Roti/ Rice,2,4,80,{358},"Rice,Jeera",0,1,0,0
161,Parmesan Potato Pancakes,name,http://www.nationnews.com/IMG/742/80742/parmesan-potato-pancakes5512-450x303.gif?1516899674,7,Desserts,0,3,120,"{71, 272}","Onion,garlic,pepper,potato,cheese,basil",0,1,0,0
162,Ginger-Chocolate Chunk Ice Cream Sandwiches,name,https://cdn-img.health.com/sites/default/files/styles/master_4_3/public/1486564649/ginger-chocolate-chunk-ice-cream-sandwiches-video.jpg?itok=ZsGa1Whf,7,Desserts,2,3.5,140,"{122, 90,336}","Vanilla ice-cream,dark chocolate, chocolate wafer cookies",0,1,0,0
163,Morning Glory Muffins,name,https://www.allrecipes.com/recipe/20995/easy-morning-glory-muffins/,7,Desserts,2,4.5,185,"{133, 11, 63,280}","Maida,sugar,baking soda,carrot,raisins,walnut,apple,flaked coconut,eggs",0,1,0,0
164,Plain Dosa,name,https://www.vegrecipesofindia.com/wp-content/uploads/2018/11/plain-dosa-recipe-1a.jpg,1,Snacks,1,4,165,{358},"Rice,Urad Dal",1,1,0,0
165,Rava Dosa,name,http://cdn1.foodviva.com/static-content/food-images/south-indian-recipes/rava-dosa/rava-dosa.jpg,1,Snacks,1,4.5,105,{358},"Rava,Rice flour,Maida,Onion",1,1,0,0
166,Ragi/ Nachani Dosa,name,http://www.smithakalluraya.com/wp-content/uploads/2014/11/fermented-ragi-dosa-nachni-dosa-fingermillet-crepe.1024x1024-6.jpg,1,Snacks,1,4,150,"{358, 396,279}","Nachani/ Ragi flour,Rice flour,Sour curd,Onion",1,1,0,0
167,Oats Masala Dosa,name,http://cdn1.foodviva.com/static-content/food-images/south-indian-recipes/rava-dosa/rava-dosa.jpg,1,Snacks,1,3,170,{358},"Rava,Rice flour,Maida,Onion",1,1,0,0
168,Moongdal Dosa,name,http://www.smithakalluraya.com/wp-content/uploads/2014/11/fermented-ragi-dosa-nachni-dosa-fingermillet-crepe.1024x1024-6.jpg,1,Snacks,1,4,125,"{358, 396,213}","Moong dal, Ragi flour,Rice flour,Sour curd,Onion",1,1,0,0
169,Ragi Idli,name,https://www.whiskaffair.com/wp-content/uploads/2017/03/Ragi-Idli-800x1198.jpg,1,Snacks,1,3,80,{358},"Rice,urad dal,poha,ragi flour",1,1,0,0
170,Dal Wada,name,http://cdn2.foodviva.com/static-content/food-images/snacks-recipes/masala-vada-chan-dal/masala-vada-chana-dal.jpg,1,Snacks,1,4.5,120,"{216,70,213}","Chana dal,urad dal,moong dal,onion",1,1,0,0
171,Uttapam,name,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/kitchennandoos/vegetable_uttapam_.jpg,1,Snacks,1,4,140,{358},"Rice,urad dal,onion,tomato",1,1,0,0
172,Carrot Uttapam,name,https://balancenutritiononline.com/wp-content/uploads/2017/11/Carrot-Uttapam-1300x1300.jpg,1,Snacks,1,4.5,185,"{358, 63}","Rice,urad dal,onion,carrot",1,1,0,0
173,Ragi Uttapam,name,https://www.sanjeevkapoor.com/UploadFiles/RecipeImages/Instant-Ragi-Uttapam-Turban-Tadka-FoodFood.jpg,1,Snacks,1,4,165,"{279,358}","Ragi flour,Rice flour,onion",1,1,0,0
174,Mysore dosa,name,https://www.vegrecipesofindia.com/wp-content/uploads/2013/05/mysore-masala-dosa-recipe-2-500x375.jpg,1,Snacks,1,3,110,{358},"Rice,tomato,capsicum",1,1,0,0
175,Oats Uttapam,name,https://i.ndtvimg.com/i/2017-10/uttapam-recipes_806x605_81507637803.jpg,1,Snacks,1,4.5,120,{227},"oats,rava,gram flour,onion,tomato",1,1,0,0
176,Vermicelli Upama,name,https://nishkitchen.com/wp-content/uploads/2016/09/vermicelli-upma-3B.jpg,1,Snacks,1,4,160,{ 63},"Vermicelli,urad dal,onion,beans,carrot",1,1,0,0
177,Wheat upama,name,"https://www.tarladalal.com/members/9306/big/big_broken_wheat_upma,_healthy_breakfast_recipe-13463.jpg?size=696X905",1,Snacks,1,3,170,{ 63},"Broken wheat,onion,carrot",1,1,0,0
178,Coconut Chutney,name,https://www.tarladalal.com/members/9306/big/big_coconut_chutney_(_mumbai_roadside_recipes)-8298.jpg?size=696X905,1,Snacks,1,4,200,"{103,70,151}","Coconut,chana dal,ginger",1,1,0,0
179,Onion Chutney,name,https://hebbarskitchen.com/wp-content/uploads/2017/06/onion-chutney-recipe-south-indian-onion-chutney-for-idli-dosa-1-1068x1423.jpeg,1,Snacks,1,3.5,200,{233},"Onion,chana dal,urad dal,tamarind",1,1,0,0
180,Coriander Chutney,name,https://i1.wp.com/vegecravings.com/wp-content/uploads/2016/12/coriander-tomato-chutney-recipe-step-by-step-instructions.jpg?w=1500,1,Snacks,1,4.5,125,{107},Coriander leaves,1,1,0,0
181,Pudina Chutney,name,https://simpleindianrecipes.com/portals/0/sirimages/mint%20chutney%20M.JPG,1,Snacks,1,4,120,"{366, 210,107}","Mint leaves,coriander leaves, garlic,yogurt,amchur",1,1,0,0
182,Mirchi Ka Salan,name,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Mirchi_Ka_Salan_Recipe_Chillies_in_Tangy_Spicy_Peanut_Sesame_Curry-2.jpg,2,Main Course,1,3,100,{86},"Peanuts,coconut dessciated,onion, garlic,mustard,tamarind",1,1,0,0
183,Qabooli Biryani,name,"https://www.tarladalal.com/members/9306/big/big_qabooli_biryani,_hyderabadi_chana_dal_biryani-12679.jpg?size=696X905",3,Roti/ Rice,1,4,90,"{358, 366, 210, 383}","Rice,chana dal,onion, garlic,yogurt,mint leaves",1,1,0,0
184,Aloo chaat,name,https://www.vegrecipesofindia.com/wp-content/uploads/2018/07/aloo-chaat-recipe-2.jpg,12,Starters,1,3.5,95,"{ 180, 272}","Coriander,green chilli,potato,onion,chaat masala,lemon juice,tamarind chutney",1,1,0,0
185,Aloo Gobi Masala,name,https://hebbarskitchen.com/wp-content/uploads/2016/12/aloo-gobi-masala-recipe-how-to-make-aloo-gobi-curry-restaurant-style-16-769x1024.jpeg,2,Main Course,1,4.5,105,"{85, 66, 272}","Onion, garlic,coconutt milk,tomato,garbanzo beans,cauliflower,gold pepper,cayenne pepper",1,1,0,0
186,Palak Paneer,name,https://recipesinhindi.net/wp-content/uploads/2018/06/palak-paneer-recipe-1.jpeg,2,Main Course,1,4,150,"{240,310}","Paneer,spinach, garlic,tomato puree,onion,red pepper,cream",1,1,0,0
187,Aloo Matar,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/aloo-matar-recipe-aloo-mutter-recipe-alu-matar-recipe-1-1068x1423.jpeg,2,Main Course,1,3,170,{ 272},"Potato,green peas,onion, garlic,tomato,garam masala",1,1,0,0
188,Dum Aloo,name,https://vaya.in/recipes/wp-content/uploads/2017/12/Kashmiri_dum_aloo.jpg,2,Main Course,1,4,105,"{ 396, 64, 272}","Potato,onion,tomato,cashew, garlic,curd,garam masala",1,1,0,0
189,Dahi Kabab,name,http://www.yummyfoodrecipes.in/resources/picture/org/How-to-make-Dahi-Ke-Kabab.jpg,12,Starters,1,3.5,150,{366},"Chickpea flour,yogurt,onion,ghee,coriander leaves",1,1,0,0
190,Dal Fry,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgQ-vlTT0inB8JTd7dgWwDGhxfGFtdt2hB9f9sYLRpIfwrS9B-,2,Main Course,1,4.5,170,{366},"Onion, garlic,toor dal,tomato,red chilli,ghee,garam masala",1,1,0,0
191,Dal Tadaka,name,https://3.bp.blogspot.com/-2Cm-zbTzQTw/WqAReQMp68I/AAAAAAAAwyI/vq3ifW9IiZ8sayg4oTLq9yQ1K6uCV2kxACLcBGAs/s1600/Dal-tadka-recipe.jpg,2,Main Course,1,4,125,"{213,287}","Onion, garlic,moong dal,tomato,green chilli",1,1,0,0
192,Bhendi Fry,name,https://hebbarskitchen.com/wp-content/uploads/2017/04/bhindi-fry-recipe-bhindi-ki-sabzi-bhindi-masala-dry-okra-fry-recipe-1-1068x1423.jpeg,2,Main Course,1,3,80,{228},"Onion, garlic,Lady's finger,tomato,amchur,garam masala",1,1,0,0
193,Aloo Tikki,name,https://www.vegrecipesofindia.com/wp-content/uploads/2018/12/aloo-tikki-recipe-1.jpg,12,Starters,1,4,120,"{ 396, 210}","Potato,onion,peas, ground spice,maida,curd,mint chutney",1,1,0,0
194,Baby Corn Masala,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/baby-corn-masala-recipe-baby-corn-gravy-baby-corn-curry-2-1068x1423.jpeg,2,Main Course,1,3.5,140,{18},"Baby corn cobs, garlic,onion,tomato,garam masala",1,1,0,0
195,Kadai Mushroom,name,http://maayeka.com/wp-content/uploads/2016/03/019-kadai-Mushroom-sabzi-1.jpg,2,Main Course,1,4.5,185,"{64,217,59}","Mushroom,red chilli, garlic,onion,tomato,cashew,capsicum,garam masala",1,1,0,0
196,Masoor Dal,name,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Recipe_For_Beginners_One_Pot_Tadkewali_Masoor_Dal_Recipe-1.jpg,2,Main Course,1,4,165,{70},Masoor dal,1,1,0,0
197,Matar Mushroom,name,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/matar-mushroom-curry-recipe.jpg,2,Main Course,1,3,170,{217},"Mushroom,frozen peas,onion,tomato, garlic,garam masala",1,1,0,0
198,Mushroom Masala,name,https://hebbarskitchen.com/wp-content/uploads/2017/03/mushroom-curry-recipe-mushroom-masala-recipe-mushroom-gravy-2-1068x1423.jpeg,2,Main Course,1,4,200,"{217,7}","Mushroom,onion,tomato, garlic,garam masala,almond,cream",1,1,0,0
199,Chole,name,https://www.cookwithmanali.com/wp-content/uploads/2014/03/punjabi-chole-masala-1-notitle-cwm.jpg,2,Main Course,1,3.5,200,{383},chole,1,1,0,0
200,Chana masala,name,https://www.seriouseats.com/recipes/images/2016/03/20160328-channa-masala-recipe-6-1500x1125.jpg,2,Main Course,1,4.5,125,{383},Chana,1,1,0,0
201,Rajma,name,http://maunikagowardhan.co.uk/wp-content/uploads/2018/02/Kashmiri-Rajma-Masala-2-700x467.jpg,2,Main Course,1,4,120,"{177, 366}","Rajma, Onion, garlic,garam masala,red kidney beans,ghee,red pepper,coriander",1,1,0,0
202,Sabudana Khichadi,name,https://www.ruchiskitchen.com/wp-content/uploads/2017/02/sabudana-khichdi-4.jpg,1,Snacks,1,4.5,100,{ 180},"Sabudana, potato,peanuts,lemon juice,green chilli",1,1,0,0
203,Veggie Samosa,name,https://www.cbc.ca/stevenandchris/content/images/veggie-samosas.jpg,1,Snacks,1,4,90,"{272, 321,160}","peas,potatoes,maida,corn",1,1,0,0
204,Stuffed Capsicum,name,http://images.kglobalservices.com/www.kelloggs.com.au/en_au/recipe/recipe_6595715/recip_img-6596623_kelloggs-stuffed-capsicums.jpg,2,Main Course,1,3,95,"{240,64,71,280,59}","Paneer,capsicum,potato,cashew,raisins,amchur,onion, cheese,green chilli",1,1,0,0
205,Veg Cutlet,name,https://hebbarskitchen.com/wp-content/uploads/2018/07/veg-cutlet-recipe-vegetable-cutlet-recipe-easy-veg-cutlet-recipe-1-1068x1602.jpeg,1,Snacks,1,3.5,105,"{64,33,41}","Potato,french beans,peas,beetroot, onion,maida,bread,cashew,green chilli",1,1,0,0
206,Veg Seekh Kabab,name,https://www.indianhealthyrecipes.com/wp-content/uploads/2016/06/veg-seekh-kabab-recipe.jpg,1,Snacks,1,4.5,150,"{ 63,53}","French beans,carrot,cabbage,peas,gram flour, garlic,potato,corn,chaat masala",1,1,0,0
207,Beetroot Halwa,name,https://priyakitchenette.com/wp-content/uploads/2016/08/beetroot-halwa.jpg,7,Desserts,2,4,170,"{366,64,33,280}","Beetroot,milk,sugar,ghee,elaichi,cashew,raisins",1,1,1,1
208,Badam Dry Fruit Ladoo,name,https://images-na.ssl-images-amazon.com/images/I/91Kibg8iOuL._SX679_.jpg,7,Desserts,2,4.5,105,"{366,64,280,7,123}","Raisins,ghee,dates,pista,cashew,almonds,elaichi powder",1,1,1,0
209,Gulab Jamun(sugar free),name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSAcWOMUl-bzWfANi2AkTWS6-jNKOglL2N21tmZD6UpXASdFOQ,7,Desserts,2,4,150,"{366,280,7,61,74}","Milk powder, maida, ghee, baking powder, almonds, pista, raisins, sugar free, ground cardamom",1,1,1,1
210,Moong Dal Halwa,name,https://assets.betterbutter.in/386x386/public/recipe_thumb/medium/1448883274POEF2CbHl7_thumb.jpg,2,Main Course,2,3,170,"{366,7,213,70}","Moong dal,ghee,sugar,milk,almonds,elaichi",1,1,1,1
211,Walnut Halwa,name,https://i.ndtvimg.com/i/2016-10/halwa_625x350_51477568262.jpg,7,Desserts,2,3.5,125,"{292,61,123}","Walnut,sugar,Cucumber seeds,Cardamom powder,,Saffron,dates,milk",1,1,1,1
212,Pumpkin Halwa,name,https://www.harighotra.co.uk/images/recipes/hero/Pumpkin-halwa-hero.jpg,7,Desserts,2,4,80,"{366,64,7,274}","Condensed Milk,Milk,cashew,pista,almonds,Pumpkin ,Desiccated Coconut
,ghee,elaichi powder",1,1,1,1
213,Plain Paratha,name,https://www.vegrecipesofindia.com/wp-content/uploads/2010/06/plain-paratha-recipe-1.jpg,3,Roti/ Rice,2,3,120,"{354, 366}","Wheat flour,salt,ghee",1,1,1,1
214,Rumali Roti,name,https://hebbarskitchen.com/wp-content/uploads/2016/09/rumali-roti-1-1068x1423.jpeg,3,Roti/ Rice,2,4,140,"{3, 354}",maida,1,1,1,1
215,Naan,name,https://www.jocooks.com/wp-content/uploads/2011/04/naan-bread-1.jpg,3,Roti/ Rice,2,3.5,185,"{3, 354}",maida,1,1,1,1
216,Tawa Roti,name,http://www.yaarandaaddasaddaadda.com/wp-content/uploads/2018/06/Tawa-Roti.jpg,3,Roti/ Rice,2,4.5,165,"{3, 354}",wheat,1,1,1,1
