product_id,product_name,description,image_url,collection_id,collection_name,is_veg,rating,price,ingredients
236,Mushroom Momos,name,https://www.hungryforever.com/recipe/mushroom-momos-recipe/,9,Chinese,1,3.5,160,{0}
237,Chilli Pakora,name,https://www.sanjeevkapoor.com/Recipe/Chilli-Pakora.html,7,Snacks,1,5,90,{0}
238,Paneer Pakora,name,https://recipes.timesofindia.com/recipes/paneer-pakora/rs59266822.cms,7,Snacks,1,3.5,95,{0}
239,Chaat Papdi,name,https://www.whiskaffair.com/papdi-chaat/,7,Snacks,1,4,150,{0}
240,Tandoori Roti,name,https://www.vegrecipesofindia.com/tandoori-roti-recipe/,12,Roti,1,3,75,{0}
241,Chilli Garlic Naan,name,http://cookingthumb.blogspot.com/2013/07/chilli-garlic-naan.html,12,Roti,1,3.8,90,{0}
242,Lahori Naan,Name,image_url,12,Roti,1,4.7,60,{0}
243,Matar Paneer,name,https://food.ndtv.com/recipe-matar-paneer-100464,3,Punjabi,1,4,70,{0}
244,Chilli Paneer,name,https://www.vegrecipesofindia.com/chilli-paneer-restaurant-style-recipe/,4,Starters,1,4.2,80,{0}
245,Bhindi Masala,name,https://www.whiskaffair.com/bhindi-masala-fry-recipe/,3,Punjabi,1,4.2,90,{0}
246,Mango Lassi,name,https://www.cookwithmanali.com/mango-lassi/,6,Desserts,1,2,90,{0}
247,Thalipeeth,name,https://www.vegrecipesofindia.com/thalipeeth-recipe/,7,Snacks,1,5,100,{0}
248,Veg Kofta Curry,name,https://www.allrecipes.com/recipe/105523/vegetable-koftas/,3,Punjabi,1,3,75,{0}
249,Chana Masala,name,https://recipes.timesofindia.com/recipes/punjabi-chana-masala/rs52603661.cms,3,Punjabi,1,4.3,65,{0}
250,Aloo Paneer Masala,name,https://www.spiceupthecurry.com/aloo-paneer-recipe/,3,Punjabi,1,3.6,110,{0}
251,Kadai Bhindi,Name,https://www.allrecipes.com/recipe/246712/kadai-bhindi-indian-style-okra-with-bell-peppers/,3,Punjabi,1,4.8,125,{0}
252,Mixed Vegetable Curry,name,https://www.sailusfood.com/mixed-vegetable-curry-yellow-gravy/,3,Punjabi,1,4.4,80,{0}
